group	colour	x	y	showSelected1	PANEL
1	#7F7F7F	16	1.09156389126951	sous-entraînement	2
1	#7F7F7F	17	1.10355467829586	sous-entraînement	2
1	#7F7F7F	18	1.12333654464772	sous-entraînement	2
1	#7F7F7F	19	1.13427877676268	sous-entraînement	2
1	#7F7F7F	20	1.139344411199	sous-entraînement	2
1	#7F7F7F	21	1.14528301240566	sous-entraînement	2
1	#7F7F7F	22	1.15930993096968	sous-entraînement	2
1	#7F7F7F	23	1.16810088328589	sous-entraînement	2
1	#7F7F7F	24	1.19944756452249	sous-entraînement	2
1	#7F7F7F	25	1.21526634246606	sous-entraînement	2
1	#7F7F7F	26	1.23401913803775	sous-entraînement	2
1	#7F7F7F	27	1.24190165677214	sous-entraînement	2
1	#7F7F7F	28	1.25976559676008	sous-entraînement	2
1	#7F7F7F	29	1.26975537684073	sous-entraînement	2
1	#7F7F7F	30	1.28142588289057	sous-entraînement	2
1	#7F7F7F	31	1.28961079848439	sous-entraînement	2
1	#7F7F7F	32	1.32002275034944	sous-entraînement	2
1	#7F7F7F	33	1.3311677504449	sous-entraînement	2
1	#7F7F7F	34	1.34921724085518	sous-entraînement	2
1	#7F7F7F	35	1.37475819474939	sous-entraînement	2
1	#7F7F7F	36	1.41233258680772	sous-entraînement	2
1	#7F7F7F	37	1.44964742353057	sous-entraînement	2
1	#7F7F7F	38	1.49181309992352	sous-entraînement	2
1	#7F7F7F	39	1.53573337072109	sous-entraînement	2
1	#7F7F7F	40	1.5729691017067	sous-entraînement	2
1	#7F7F7F	41	1.61461571053851	sous-entraînement	2
1	#7F7F7F	42	1.65766205930152	sous-entraînement	2
1	#7F7F7F	43	1.67346379254341	sous-entraînement	2
1	#7F7F7F	44	1.6947777177788	sous-entraînement	2
1	#7F7F7F	45	1.70472994963447	sous-entraînement	2
1	#7F7F7F	46	1.74319351497484	sous-entraînement	2
1	#7F7F7F	47	1.78182506706229	sous-entraînement	2
1	#7F7F7F	48	1.79932787171449	sous-entraînement	2
1	#7F7F7F	49	1.83083099045812	sous-entraînement	2
1	#7F7F7F	50	1.84833148416066	sous-entraînement	2
1	#7F7F7F	1	0	sous-entraînement	3
1	#7F7F7F	2	0.668404845364685	sous-entraînement	3
1	#7F7F7F	3	0.814199354143107	sous-entraînement	3
1	#7F7F7F	4	0.870922664290627	sous-entraînement	3
1	#7F7F7F	5	0.851732354808883	sous-entraînement	3
1	#7F7F7F	6	0.812159031581073	sous-entraînement	3
1	#7F7F7F	7	0.862489341023723	sous-entraînement	3
1	#7F7F7F	8	0.875598301524707	sous-entraînement	3
1	#7F7F7F	9	0.877631205622167	sous-entraînement	3
1	#7F7F7F	10	0.888217972991702	sous-entraînement	3
1	#7F7F7F	11	0.887355785811277	sous-entraînement	3
1	#7F7F7F	12	0.895228675586122	sous-entraînement	3
1	#7F7F7F	13	0.921028090008954	sous-entraînement	3
1	#7F7F7F	14	0.934628798021359	sous-entraînement	3
1	#7F7F7F	15	0.935753679396862	sous-entraînement	3
1	#7F7F7F	16	0.951264458822177	sous-entraînement	3
1	#7F7F7F	17	0.983600738190555	sous-entraînement	3
1	#7F7F7F	18	0.990681307927307	sous-entraînement	3
1	#7F7F7F	19	1.01404529570808	sous-entraînement	3
1	#7F7F7F	20	1.02467993066688	sous-entraînement	3
1	#7F7F7F	21	1.03884222190383	sous-entraînement	3
1	#7F7F7F	22	1.04022857671163	sous-entraînement	3
1	#7F7F7F	23	1.04164045675066	sous-entraînement	3
1	#7F7F7F	24	1.06734023043889	sous-entraînement	3
1	#7F7F7F	25	1.09393170795769	sous-entraînement	3
1	#7F7F7F	26	1.10614486032558	sous-entraînement	3
1	#7F7F7F	27	1.13437472403264	sous-entraînement	3
1	#7F7F7F	28	1.16064706497916	sous-entraînement	3
1	#7F7F7F	29	1.17879818298866	sous-entraînement	3
1	#7F7F7F	30	1.21249733177744	sous-entraînement	3
1	#7F7F7F	31	1.26389212584213	sous-entraînement	3
1	#7F7F7F	32	1.29347467283144	sous-entraînement	3
1	#7F7F7F	33	1.309156891438	sous-entraînement	3
1	#7F7F7F	34	1.35814904034116	sous-entraînement	3
1	#7F7F7F	35	1.40098885253075	sous-entraînement	3
1	#7F7F7F	36	1.43067190379928	sous-entraînement	3
1	#7F7F7F	37	1.46530158879744	sous-entraînement	3
1	#7F7F7F	38	1.49915888085377	sous-entraînement	3
1	#7F7F7F	39	1.5501875215666	sous-entraînement	3
1	#7F7F7F	40	1.60184973317827	sous-entraînement	3
1	#7F7F7F	41	1.62942925377717	sous-entraînement	3
1	#7F7F7F	42	1.6672589464509	sous-entraînement	3
1	#7F7F7F	43	1.72125752068105	sous-entraînement	3
1	#7F7F7F	44	1.7649785281343	sous-entraînement	3
1	#7F7F7F	45	1.81775176641646	sous-entraînement	3
1	#7F7F7F	46	1.86440112948705	sous-entraînement	3
1	#7F7F7F	47	1.90832616460098	sous-entraînement	3
1	#7F7F7F	48	1.97223154839753	sous-entraînement	3
1	#7F7F7F	49	2.01985097529259	sous-entraînement	3
1	#7F7F7F	50	2.0465543682897	sous-entraînement	3
1	#7F7F7F	1	0	sous-entraînement	4
1	#7F7F7F	2	0.817854106055161	sous-entraînement	4
1	#7F7F7F	3	0.886504131816662	sous-entraînement	4
1	#7F7F7F	4	0.901149392273358	sous-entraînement	4
1	#7F7F7F	5	0.926299241767692	sous-entraînement	4
1	#7F7F7F	6	0.95564276409878	sous-entraînement	4
1	#7F7F7F	7	0.980378551119619	sous-entraînement	4
1	#7F7F7F	8	0.99330866254307	sous-entraînement	4
1	#7F7F7F	9	1.00665403093964	sous-entraînement	4
1	#7F7F7F	10	1.04200700927557	sous-entraînement	4
1	#7F7F7F	11	1.08478827427847	sous-entraînement	4
1	#7F7F7F	12	1.13467069632166	sous-entraînement	4
1	#7F7F7F	13	1.2182623298411	sous-entraînement	4
1	#7F7F7F	14	1.28413040735748	sous-entraînement	4
1	#7F7F7F	15	1.363772631139	sous-entraînement	4
1	#7F7F7F	16	1.40783863066873	sous-entraînement	4
1	#7F7F7F	17	1.45842690802084	sous-entraînement	4
1	#7F7F7F	18	1.52568042662343	sous-entraînement	4
1	#7F7F7F	19	1.62522319306987	sous-entraînement	4
1	#7F7F7F	20	1.70665123059681	sous-entraînement	4
1	#7F7F7F	21	1.76273729271243	sous-entraînement	4
1	#7F7F7F	22	1.83348301428629	sous-entraînement	4
1	#7F7F7F	23	1.88695352202801	sous-entraînement	4
1	#7F7F7F	24	1.92833329163878	sous-entraînement	4
1	#7F7F7F	25	1.99827463967508	sous-entraînement	4
1	#7F7F7F	26	2.06853707917658	sous-entraînement	4
1	#7F7F7F	27	2.1	sous-entraînement	4
1	#7F7F7F	28	2.1	sous-entraînement	4
1	#7F7F7F	29	2.1	sous-entraînement	4
1	#7F7F7F	30	2.1	sous-entraînement	4
1	#7F7F7F	31	2.1	sous-entraînement	4
1	#7F7F7F	32	2.1	sous-entraînement	4
1	#7F7F7F	33	2.1	sous-entraînement	4
1	#7F7F7F	34	2.1	sous-entraînement	4
1	#7F7F7F	35	2.1	sous-entraînement	4
1	#7F7F7F	36	2.1	sous-entraînement	4
1	#7F7F7F	37	2.1	sous-entraînement	4
1	#7F7F7F	38	2.1	sous-entraînement	4
1	#7F7F7F	39	2.1	sous-entraînement	4
1	#7F7F7F	40	2.1	sous-entraînement	4
1	#7F7F7F	41	2.1	sous-entraînement	4
1	#7F7F7F	42	2.1	sous-entraînement	4
1	#7F7F7F	43	2.1	sous-entraînement	4
1	#7F7F7F	44	2.1	sous-entraînement	4
1	#7F7F7F	45	2.1	sous-entraînement	4
1	#7F7F7F	46	2.1	sous-entraînement	4
1	#7F7F7F	47	2.1	sous-entraînement	4
1	#7F7F7F	48	2.1	sous-entraînement	4
1	#7F7F7F	49	2.1	sous-entraînement	4
1	#7F7F7F	50	2.1	sous-entraînement	4
2	#000000	1	1.57616595566771	validation	1
2	#000000	2	1.28183930505534	validation	1
2	#000000	3	1.23281671627366	validation	1
2	#000000	4	1.18365402393416	validation	1
2	#000000	5	1.19828263344325	validation	1
2	#000000	6	1.16039647094796	validation	1
2	#000000	7	1.1760854429806	validation	1
2	#000000	8	1.16331513317168	validation	1
2	#000000	9	1.16210241862565	validation	1
2	#000000	10	1.17703848939482	validation	1
2	#000000	11	1.19250729458525	validation	1
2	#000000	12	1.17517337110091	validation	1
2	#000000	13	1.18174093833333	validation	1
2	#000000	14	1.19822379067351	validation	1
2	#000000	15	1.19110484463528	validation	1
2	#000000	16	1.187682189271	validation	1
2	#000000	17	1.19907924166676	validation	1
2	#000000	18	1.17784140524526	validation	1
2	#000000	19	1.16889849348748	validation	1
2	#000000	20	1.16334709972671	validation	1
2	#000000	21	1.17042832663527	validation	1
2	#000000	22	1.17330733933999	validation	1
2	#000000	23	1.17111596804985	validation	1
2	#000000	24	1.1725723581181	validation	1
2	#000000	25	1.17582269189222	validation	1
2	#000000	26	1.1640984637548	validation	1
2	#000000	27	1.16066071222496	validation	1
2	#000000	28	1.16065898745122	validation	1
2	#000000	29	1.15951815299215	validation	1
2	#000000	30	1.14987752838612	validation	1
2	#000000	31	1.15370833940667	validation	1
2	#000000	32	1.14965928652645	validation	1
2	#000000	33	1.14839169617558	validation	1
2	#000000	34	1.14974693565038	validation	1
2	#000000	35	1.15067114082158	validation	1
2	#000000	36	1.15157765725187	validation	1
2	#000000	37	1.15136833974152	validation	1
2	#000000	38	1.15011072331445	validation	1
2	#000000	39	1.15088225174377	validation	1
2	#000000	40	1.14455765967043	validation	1
2	#000000	41	1.14381625139541	validation	1
2	#000000	42	1.14873029303897	validation	1
2	#000000	43	1.14739644478879	validation	1
2	#000000	44	1.14792951743114	validation	1
2	#000000	45	1.14917961138099	validation	1
2	#000000	46	1.15168430674894	validation	1
2	#000000	47	1.14807517669719	validation	1
2	#000000	48	1.14560184511028	validation	1
2	#000000	49	1.14367050552612	validation	1
2	#000000	50	1.14200307774437	validation	1
2	#000000	1	1.41895430642545	validation	2
2	#000000	2	1.3320388004493	validation	2
2	#000000	3	1.2574217050949	validation	2
2	#000000	4	1.24999413438812	validation	2
2	#000000	5	1.27243009162287	validation	2
2	#000000	6	1.23882160435715	validation	2
2	#000000	7	1.26555736016209	validation	2
2	#000000	8	1.2395036621246	validation	2
2	#000000	9	1.22145506447432	validation	2
2	#000000	10	1.2121580103192	validation	2
2	#000000	11	1.20500353583852	validation	2
2	#000000	12	1.196375809881	validation	2
2	#000000	13	1.1776143190851	validation	2
2	#000000	14	1.18474846900673	validation	2
2	#000000	15	1.18325961895583	validation	2
2	#000000	16	1.17868679687074	validation	2
2	#000000	17	1.17476012889075	validation	2
2	#000000	18	1.18932980701059	validation	2
2	#000000	19	1.18175244042248	validation	2
2	#000000	20	1.19075144513833	validation	2
2	#000000	21	1.1985132268708	validation	2
2	#000000	22	1.21176130745928	validation	2
2	#000000	23	1.23339844321518	validation	2
2	#000000	24	1.26319370637591	validation	2
2	#000000	25	1.27085265870625	validation	2
2	#000000	26	1.30230327015056	validation	2
2	#000000	27	1.31596722792407	validation	2
2	#000000	28	1.33855254164994	validation	2
2	#000000	29	1.34918624759175	validation	2
2	#000000	30	1.35428072895125	validation	2
2	#000000	31	1.36990891893475	validation	2
2	#000000	32	1.39834833238059	validation	2
2	#000000	33	1.40517653380096	validation	2
2	#000000	34	1.42786662517918	validation	2
2	#000000	35	1.45448778508488	validation	2
2	#000000	36	1.49978030536909	validation	2
2	#000000	37	1.54091303429207	validation	2
2	#000000	38	1.58736146938132	validation	2
2	#000000	39	1.63544065656661	validation	2
2	#000000	40	1.68113899282574	validation	2
2	#000000	41	1.7290243325477	validation	2
2	#000000	42	1.7747929955557	validation	2
2	#000000	43	1.78366996870323	validation	2
2	#000000	44	1.80756536762662	validation	2
2	#000000	45	1.82112173978646	validation	2
2	#000000	46	1.85938393852696	validation	2
2	#000000	47	1.90310377381701	validation	2
2	#000000	48	1.92650618836506	validation	2
2	#000000	49	1.96821398873322	validation	2
2	#000000	50	1.98898092624821	validation	2
2	#000000	1	1.32660023653326	validation	3
2	#000000	2	1.2006147883411	validation	3
2	#000000	3	1.1927869768826	validation	3
2	#000000	4	1.16226683493986	validation	3
2	#000000	5	1.10745122289854	validation	3
2	#000000	6	1.11732388825674	validation	3
2	#000000	7	1.10594317253254	validation	3
2	#000000	8	1.11581515778983	validation	3
2	#000000	9	1.0950626158925	validation	3
2	#000000	10	1.08233856291264	validation	3
2	#000000	11	1.06590544711056	validation	3
2	#000000	12	1.08879526515347	validation	3
2	#000000	13	1.09782130981615	validation	3
2	#000000	14	1.10294712874992	validation	3
2	#000000	15	1.09061143119925	validation	3
2	#000000	16	1.08826464936869	validation	3
2	#000000	17	1.09292716099469	validation	3
2	#000000	18	1.07834422178332	validation	3
2	#000000	19	1.08213005954086	validation	3
2	#000000	20	1.07908616108205	validation	3
2	#000000	21	1.07264514603433	validation	3
2	#000000	22	1.06363824495596	validation	3
2	#000000	23	1.04172589734062	validation	3
2	#000000	24	1.04376556938172	validation	3
2	#000000	25	1.03721319049506	validation	3
2	#000000	26	1.04354835331276	validation	3
2	#000000	27	1.0671101050481	validation	3
2	#000000	28	1.0800035716082	validation	3
2	#000000	29	1.10444618095176	validation	3
2	#000000	30	1.1134575552807	validation	3
2	#000000	31	1.15603495195845	validation	3
2	#000000	32	1.17930246051339	validation	3
2	#000000	33	1.18106559356408	validation	3
2	#000000	34	1.22713871353956	validation	3
2	#000000	35	1.24691645599044	validation	3
2	#000000	36	1.27584408023642	validation	3
2	#000000	37	1.30439620366382	validation	3
2	#000000	38	1.33012244962301	validation	3
2	#000000	39	1.35831099826731	validation	3
2	#000000	40	1.38795915420944	validation	3
2	#000000	41	1.41013021179925	validation	3
2	#000000	42	1.4370754636574	validation	3
2	#000000	43	1.48737242046318	validation	3
2	#000000	44	1.5300944662883	validation	3
2	#000000	45	1.57708846169462	validation	3
2	#000000	46	1.61444494171356	validation	3
2	#000000	47	1.65206149313041	validation	3
2	#000000	48	1.71493663878639	validation	3
2	#000000	49	1.75692439125726	validation	3
2	#000000	50	1.77930034508347	validation	3
2	#000000	1	1.38880983984969	validation	4
2	#000000	2	1.14663009846477	validation	4
2	#000000	3	1.09948142486931	validation	4
2	#000000	4	1.01943411443953	validation	4
2	#000000	5	1.03846872976969	validation	4
2	#000000	6	1.06295386867292	validation	4
2	#000000	7	1.06343469910601	validation	4
2	#000000	8	1.05586122920787	validation	4
2	#000000	9	1.03265362725819	validation	4
2	#000000	10	1.05455384888691	validation	4
2	#000000	11	1.06971467171171	validation	4
2	#000000	12	1.12405388879008	validation	4
2	#000000	13	1.1418231862009	validation	4
2	#000000	14	1.19080621733939	validation	4
2	#000000	15	1.20949120402042	validation	4
2	#000000	16	1.23652240296986	validation	4
2	#000000	17	1.23906823338436	validation	4
2	#000000	18	1.23383681824307	validation	4
2	#000000	19	1.24589250916616	validation	4
2	#000000	20	1.25297237036965	validation	4
2	#000000	21	1.27356222305744	validation	4
2	#000000	22	1.29778123325324	validation	4
2	#000000	23	1.32545151684126	validation	4
2	#000000	24	1.36048417146226	validation	4
2	#000000	25	1.40670499917615	validation	4
2	#000000	26	1.45326817189295	validation	4
2	#000000	27	1.49309667040652	validation	4
2	#000000	28	1.52455708717669	validation	4
2	#000000	29	1.55564370322004	validation	4
2	#000000	30	1.59395761672674	validation	4
2	#000000	31	1.61895203607423	validation	4
2	#000000	32	1.64534729719468	validation	4
2	#000000	33	1.69590593499709	validation	4
2	#000000	34	1.72018459127407	validation	4
2	#000000	35	1.76241653972794	validation	4
2	#000000	36	1.79284077663121	validation	4
2	#000000	37	1.83551818701257	validation	4
2	#000000	38	1.87431414819619	validation	4
2	#000000	39	1.91474171586096	validation	4
2	#000000	40	1.95239415862966	validation	4
2	#000000	41	2.00221474475117	validation	4
2	#000000	42	2.04044614384695	validation	4
2	#000000	43	2.1	validation	4
2	#000000	44	2.1	validation	4
2	#000000	45	2.1	validation	4
2	#000000	46	2.1	validation	4
2	#000000	47	2.1	validation	4
2	#000000	48	2.1	validation	4
2	#000000	49	2.1	validation	4
2	#000000	50	2.1	validation	4
